InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV659629,S00060,Product 060,2,07-02-2025,77.94,C1080,Spain
INV320900,S00044,Product 044,6,02-10-2024,123.74,C1114,India
INV349759,S00016,Product 016,2,09-03-2024,129.32,C1055,Germany
INV755504,S00082,Product 082,2,08-03-2025,85.09,C1003,United Kingdom
INV505823,S00022,Product 022,6,21-05-2025,79.37,C1101,India
INV232970,S00041,Product 041,7,15-12-2024,105.26,C1022,Spain
INV851960,S00118,Product 118,7,17-04-2024,80.18,C1021,India
INV462484,S00008,Product 008,4,04-04-2024,63.82,C1074,France
INV701598,S00030,Product 030,8,14-09-2024,14.64,C1095,United Kingdom
INV407146,S00038,Product 038,1,03-11-2024,20.66,C1095,Germany
INV604586,S00061,Product 061,-8,01-12-2024,114.52,C1104,France
INV798066,S00030,Product 030,3,28-05-2024,5.65,C1106,France
INV896645,S00116,Product 116,6,31-10-2024,9.74,C1015,USA
INV286609,S00001,Product 001,9,28-06-2024,135.89,C1036,Germany
INV705194,S00113,Product 113,3,21-02-2025,106.19,C1086,Germany
INV923174,S00064,Product 064,4,29-04-2025,2.62,C1046,Germany
INV678456,S00005,Product 005,8,31-01-2025,48.18,C1085,Spain
INV228780,S00014,Product 014,8,01-01-2024,114.97,C1054,India
INV270791,S00013,Product 013,3,26-08-2025,63.8,C1054,USA
INV282521,S00035,Product 035,5,15-01-2024,71.38,C1003,Germany
INV195749,S00040,Product 040,3,30-08-2025,69.9,C1072,France
INV778358,S00077,Product 077,5,20-01-2024,31.92,C1103,India
INV968626,S00038,Product 038,4,10-11-2024,108.77,C1098,United Kingdom
INV565191,S00087,Product 087,1,05-03-2024,17.24,C1040,India
INV638971,S00035,Product 035,9,27-02-2024,77.07,C1081,United Kingdom
INV796329,S00032,Product 032,6,19-02-2025,27.15,C1023,United Kingdom
INV474114,S00033,Product 033,5,18-03-2025,8.89,C1076,United Kingdom
INV525211,S00040,Product 040,1,12-03-2024,23.2,C1049,USA
INV630118,S00100,Product 100,1,16-08-2025,130.66,C1111,India
INV374178,S00030,Product 030,5,13-07-2024,28.07,C1085,India
INV155630,S00033,Product 033,6,12-07-2024,43.2,C1008,India
INV610995,S00114,Product 114,3,29-06-2024,22.44,C1104,India
INV839913,S00078,Product 078,7,07-10-2024,110.86,C1086,France
INV165905,S00023,Product 023,4,18-04-2024,67.93,C1025,India
INV294980,S00104,Product 104,1,15-09-2024,141.66,C1033,United Kingdom
INV336692,S00022,Product 022,5,07-05-2024,100.32,C1020,Spain
INV824090,S00020,Product 020,2,01-02-2024,80.65,C1037,India
INV554138,S00053,Product 053,1,12-08-2024,99.18,C1113,USA
INV580940,S00083,Product 083,2,12-02-2025,7.98,C1108,France
INV680736,S00023,Product 023,3,08-04-2025,142.7,C1066,Germany
INV348914,S00090,Product 090,5,02-08-2024,143.55,C1043,India
INV742190,S00019,Product 019,9,15-07-2024,42.87,C1043,United Kingdom
INV127188,S00094,Product 094,2,23-04-2025,94.99,C1114,India
INV202347,S00012,Product 012,1,18-02-2025,31.88,C1023,India
INV834249,S00056,Product 056,2,20-05-2025,83.03,C1090,India
INV692384,S00077,Product 077,3,04-07-2025,116.08,C1119,Germany
INV258813,S00032,Product 032,2,14-05-2025,141.09,C1102,United Kingdom
INV494879,S00073,Product 073,3,23-07-2025,52.2,C1086,Spain
INV146624,S00082,Product 082,9,10-09-2024,104.64,C1107,France
INV704663,S00078,Product 078,4,27-08-2024,108.03,C1026,France
INV780289,S00048,Product 048,6,14-07-2024,34.73,C1118,Germany
INV350559,S00093,Product 093,7,23-05-2024,95.1,C1010,France
INV415038,S00088,Product 088,2,31-03-2025,99,C1001,India
INV313135,S00039,Product 039,3,10-03-2025,115.08,C1023,USA
INV450400,S00088,Product 088,4,02-05-2025,149.99,C1073,France
INV345082,S00110,Product 110,5,11-04-2024,7.95,C1029,United Kingdom
INV322360,S00098,Product 098,1,25-10-2024,31.94,C1076,United Kingdom
INV487185,S00088,Product 088,6,14-05-2024,23.47,C1013,Germany
INV873259,S00092,Product 092,3,26-06-2025,24.86,C1083,United Kingdom
INV786459,S00096,Product 096,3,11-06-2024,69.23,C1027,India
INV367596,S00035,Product 035,6,28-03-2024,132.02,C1062,Spain
INV948560,S00086,Product 086,9,12-12-2024,68.41,C1014,India
INV289173,S00024,Product 024,8,18-06-2025,100.94,C1116,Germany
INV919665,S00043,Product 043,9,10-07-2025,57.72,C1045,India
INV378324,S00112,Product 112,4,28-02-2024,49.31,C1072,Germany
INV586236,S00034,Product 034,2,17-07-2024,125.47,C1058,Germany
INV282834,S00101,Product 101,2,03-04-2024,99.02,C1071,USA
INV785821,S00051,Product 051,4,06-07-2024,53.93,C1054,USA
INV385889,S00025,Product 025,3,20-11-2024,137.3,C1008,Spain
INV885312,S00012,Product 012,-2,19-06-2024,75.78,C1099,Spain
INV174642,S00066,Product 066,2,11-02-2024,29.86,C1077,India
INV551800,S00054,Product 054,2,06-11-2024,73.52,C1030,India
INV242676,S00061,Product 061,6,02-02-2024,101.86,C1010,Germany
INV900060,S00006,Product 006,5,17-05-2024,56.33,C1106,United Kingdom
INV475347,S00032,Product 032,1,01-01-2024,126.88,C1039,Germany
INV707025,S00001,Product 001,6,22-02-2024,80.91,C1108,France
INV891519,S00036,Product 036,8,22-09-2024,71.23,C1091,Germany
INV582072,S00111,Product 111,4,01-06-2025,129.09,C1115,Spain
INV151561,S00019,Product 019,3,15-04-2025,70.51,C1079,United Kingdom
INV298649,S00083,Product 083,3,01-03-2024,63.33,C1021,Spain
INV291407,S00001,Product 001,4,22-01-2024,17.35,C1004,India
INV922763,S00067,Product 067,3,24-07-2024,55.65,C1029,United Kingdom
INV917510,S00110,Product 110,9,31-01-2025,60.76,C1052,Germany
INV529263,S00041,Product 041,9,30-03-2025,28.73,C1074,Spain
INV901012,S00024,Product 024,4,15-05-2025,89,C1107,United Kingdom
INV321413,S00068,Product 068,9,27-07-2024,23.29,C1016,Spain
INV711505,S00034,Product 034,8,12-04-2024,35.11,C1076,India
INV452740,S00107,Product 107,1,17-01-2024,85.04,C1010,France
INV316425,S00102,Product 102,5,30-03-2024,41.81,C1057,United Kingdom
INV325009,S00078,Product 078,6,09-02-2024,96.67,C1008,Spain
INV477829,S00077,Product 077,4,07-06-2025,104.2,C1044,USA
INV405692,S00072,Product 072,5,12-06-2024,46.59,C1072,Germany
INV290098,S00088,Product 088,5,15-05-2025,14.93,C1088,USA
INV400730,S00055,Product 055,7,02-12-2024,74.44,C1096,USA
INV215729,S00116,Product 116,3,23-11-2024,15.75,C1062,Germany
INV972702,S00042,Product 042,6,03-10-2024,78.25,C1031,Spain
INV441998,S00002,Product 002,3,13-05-2025,109.48,C1109,United Kingdom
INV196643,S00084,Product 084,9,27-01-2024,93.81,C1112,Spain
INV618238,S00079,Product 079,1,26-02-2024,68.34,C1116,USA
INV894807,S00117,Product 117,1,14-09-2024,141.99,C1095,USA
INV423939,S00048,Product 048,1,27-08-2024,17.06,C1093,Germany
INV860716,S00051,Product 051,4,27-11-2024,132.24,C1009,Spain
INV649741,S00067,Product 067,6,24-03-2025,120.42,C1068,United Kingdom
INV765325,S00047,Product 047,9,23-12-2024,64.12,C1048,Germany
INV366628,S00094,Product 094,5,05-06-2024,24.62,C1031,USA
INV133241,S00051,Product 051,2,17-07-2024,25.07,C1008,Spain
INV411265,S00094,Product 094,4,02-04-2025,138.43,C1025,France
INV932010,S00051,Product 051,2,02-05-2024,36.59,C1109,USA
INV811605,S00027,Product 027,5,02-11-2024,131.37,C1109,India
INV805744,S00118,Product 118,7,23-11-2024,76.49,C1089,United Kingdom
INV890482,S00063,Product 063,1,01-04-2025,70.34,C1012,United Kingdom
INV435939,S00085,Product 085,7,10-03-2025,93.69,C1082,Spain
INV389830,S00071,Product 071,3,09-10-2024,33.83,C1015,USA
INV932673,S00043,Product 043,7,06-07-2024,65.4,C1081,United Kingdom
INV614363,S00116,Product 116,8,11-08-2024,140.9,C1004,Spain
INV368162,S00045,Product 045,7,07-09-2024,37.26,C1034,India
INV350345,S00119,Product 119,7,13-05-2024,138.39,C1014,USA
INV889550,S00052,Product 052,7,15-01-2025,149.14,C1112,Spain
INV148001,S00003,Product 003,2,06-05-2024,9.68,C1068,USA
INV155523,S00005,Product 005,2,29-01-2025,80.64,C1110,USA
INV764070,S00116,Product 116,4,01-04-2025,27.43,C1002,USA
INV101215,S00063,Product 063,6,07-08-2025,94.01,C1088,India
INV253902,S00047,Product 047,6,13-03-2024,148.45,C1057,USA
INV991568,S00097,Product 097,7,06-04-2025,134.74,C1056,United Kingdom
INV483140,S00074,Product 074,3,22-02-2024,138.88,C1104,United Kingdom
INV754896,S00079,Product 079,8,24-07-2024,33.58,C1005,Spain
INV538340,S00082,Product 082,5,17-04-2024,82.26,C1113,India
INV181514,S00024,Product 024,3,08-04-2024,36.75,C1003,USA
INV266024,S00011,Product 011,7,16-04-2024,135.11,C1043,India
INV784988,S00087,Product 087,2,27-01-2024,30.29,C1016,Germany
INV185099,S00003,Product 003,4,15-05-2025,24.79,C1062,USA
INV635154,S00086,Product 086,8,07-02-2024,3.8,C1071,United Kingdom
INV413211,S00016,Product 016,7,30-08-2024,28.93,C1077,United Kingdom
INV433267,S00032,Product 032,3,01-03-2025,30.08,C1095,India
INV957056,S00085,Product 085,2,25-08-2025,13.47,C1090,USA
INV645341,S00075,Product 075,1,03-06-2025,130.43,C1113,Spain
INV653621,S00094,Product 094,1,24-03-2024,117.44,C1053,United Kingdom
INV415320,S00073,Product 073,8,23-08-2025,39.66,C1021,United Kingdom
INV443268,S00006,Product 006,8,01-02-2025,117.92,C1018,USA
INV717193,S00100,Product 100,-5,19-04-2024,64.48,C1033,Germany
INV135019,S00026,Product 026,6,29-09-2024,116.78,C1072,Spain
INV313571,S00017,Product 017,3,12-07-2025,49.81,C1006,Germany
INV640245,S00105,Product 105,2,26-08-2024,85.57,C1114,Germany
INV661182,S00024,Product 024,1,21-04-2024,58.48,C1118,India
INV183031,S00064,Product 064,7,16-06-2025,29.78,C1019,India
INV809043,S00058,Product 058,1,02-08-2025,88.67,C1093,France
INV588289,S00092,Product 092,1,16-08-2025,113.12,C1071,Spain
INV313942,S00006,Product 006,8,04-08-2025,113.46,C1057,France
INV776754,S00013,Product 013,6,14-06-2025,54.73,C1088,Spain
INV991788,S00050,Product 050,5,03-10-2024,78.77,C1069,India
INV481226,S00057,Product 057,2,26-04-2024,115.04,C1038,India
INV355101,S00094,Product 094,2,10-01-2025,10.07,C1067,Germany
INV369470,S00073,Product 073,5,14-05-2024,12.64,C1016,Germany
INV633342,S00018,Product 018,4,14-10-2024,57.68,C1030,India
INV142645,S00117,Product 117,5,02-02-2025,35.07,C1116,Spain
INV535085,S00055,Product 055,2,29-07-2025,57.45,C1022,France
INV122300,S00115,Product 115,3,24-06-2024,15.88,C1071,USA
INV134722,S00118,Product 118,2,02-06-2024,89.62,C1035,France
INV487023,S00007,Product 007,4,22-03-2025,101.42,C1055,France
INV770961,S00061,Product 061,3,04-01-2024,119.19,C1029,Spain
INV895009,S00051,Product 051,3,10-12-2024,98.28,C1068,Germany
INV178871,S00060,Product 060,5,29-03-2025,60.66,C1066,India
INV319656,S00037,Product 037,5,30-11-2024,140.37,C1074,USA
INV479495,S00067,Product 067,2,21-08-2024,109.5,C1036,USA
INV616649,S00059,Product 059,7,18-05-2025,80.1,C1069,France
INV988344,S00023,Product 023,4,13-08-2024,32.61,C1087,Germany
INV715874,S00035,Product 035,4,08-03-2025,98.05,C1086,France
INV584524,S00018,Product 018,5,09-10-2024,89.57,C1068,United Kingdom
INV154746,S00101,Product 101,2,17-01-2024,103.13,C1035,India
INV172733,S00081,Product 081,4,18-11-2024,117.61,C1063,France
INV237790,S00047,Product 047,6,31-01-2024,137.43,C1064,United Kingdom
INV694709,S00048,Product 048,2,20-07-2025,142.46,C1114,Spain
INV398148,S00010,Product 010,6,31-12-2024,95.27,C1045,India
INV316848,S00035,Product 035,1,14-08-2024,144.96,C1038,Germany
INV703083,S00111,Product 111,6,22-10-2024,136.89,C1089,France
INV833828,S00004,Product 004,1,11-01-2025,2.39,C1076,USA
INV495131,S00018,Product 018,2,07-06-2024,96.37,C1051,India
INV893666,S00101,Product 101,4,24-06-2024,28.41,C1000,India
INV760774,S00062,Product 062,6,11-09-2024,45.69,C1084,France
INV744639,S00004,Product 004,7,06-06-2024,46.03,C1088,France
INV880837,S00059,Product 059,5,05-04-2025,73.5,C1111,France
INV265427,S00090,Product 090,2,04-03-2024,3.61,C1060,France
INV782534,S00042,Product 042,4,17-05-2025,36.9,C1061,United Kingdom
INV961962,S00046,Product 046,8,30-07-2024,6.31,C1025,United Kingdom
INV993021,S00076,Product 076,1,07-12-2024,98.28,C1055,India
INV620238,S00072,Product 072,7,05-04-2024,133.61,C1000,Spain
INV778924,S00108,Product 108,4,22-08-2024,149.67,C1060,Spain
INV899745,S00030,Product 030,1,03-04-2025,68.39,C1084,Spain
INV866960,S00033,Product 033,7,13-06-2024,40.5,C1094,France
INV908011,S00019,Product 019,1,21-03-2024,128.26,C1079,USA
INV849128,S00080,Product 080,4,13-11-2024,18.75,C1096,France
INV443179,S00064,Product 064,2,08-04-2024,146.19,C1079,Spain
INV757238,S00042,Product 042,6,10-07-2024,107.8,C1093,Spain
INV469393,S00083,Product 083,1,30-09-2024,76.58,C1052,United Kingdom
INV821620,S00045,Product 045,1,08-12-2024,16.3,C1072,Germany
INV829217,S00024,Product 024,5,23-01-2025,4.69,C1076,Germany
INV941213,S00065,Product 065,9,15-02-2025,82.59,C1068,Germany
INV629486,S00052,Product 052,1,28-05-2025,63.25,C1068,United Kingdom
INV527686,S00049,Product 049,5,10-02-2024,126.71,C1093,Germany
INV248990,S00053,Product 053,8,08-08-2024,97.06,C1028,USA
INV674457,S00109,Product 109,3,01-01-2024,65.92,C1038,France
INV609763,S00026,Product 026,5,06-01-2024,35.45,C1062,India
INV563445,S00033,Product 033,8,09-05-2024,73.1,C1077,France
INV708691,S00068,Product 068,7,29-12-2024,26.12,C1061,India
INV865932,S00006,Product 006,3,27-06-2025,100.72,C1023,India
INV233804,S00018,Product 018,7,15-04-2025,91.65,C1098,USA
INV488223,S00068,Product 068,7,27-01-2025,121.89,C1065,Germany
INV750073,S00061,Product 061,5,18-04-2025,68.53,C1052,United Kingdom
INV837753,S00078,Product 078,4,14-04-2024,43.24,C1105,Germany
INV800549,S00014,Product 014,9,25-05-2025,125.79,C1052,India
INV819418,S00102,Product 102,8,25-06-2025,104.27,C1019,Spain
INV869532,S00058,Product 058,9,27-02-2024,106.59,C1118,India
INV965696,S00019,Product 019,7,12-10-2024,80.16,C1045,USA
INV647258,S00038,Product 038,4,19-05-2025,131.64,C1107,Germany
INV324028,S00028,Product 028,1,16-10-2024,35.71,C1062,France
INV607187,S00054,Product 054,2,26-05-2025,61.45,C1029,France
INV738656,S00056,Product 056,9,22-07-2025,119.84,C1045,United Kingdom
INV190632,S00052,Product 052,4,15-10-2024,21.68,C1109,Spain
INV781226,S00055,Product 055,1,06-02-2024,121.6,C1113,United Kingdom
INV589789,S00109,Product 109,3,25-07-2024,54.18,C1016,USA
INV942649,S00115,Product 115,1,10-05-2024,20.57,C1118,United Kingdom
INV290643,S00059,Product 059,5,15-10-2024,13.71,C1102,United Kingdom
INV916211,S00115,Product 115,6,22-12-2024,126.77,C1077,Germany
INV503203,S00098,Product 098,4,09-10-2024,117.24,C1021,USA
INV616172,S00098,Product 098,7,28-04-2024,44.63,C1070,USA
INV694001,S00027,Product 027,5,02-07-2024,19.22,C1051,USA
INV621237,S00053,Product 053,9,17-02-2025,38.59,C1014,India
INV913447,S00042,Product 042,7,17-01-2024,33.52,C1118,USA
INV250561,S00012,Product 012,1,10-05-2024,110.49,C1072,France
INV756888,S00009,Product 009,3,26-06-2025,33.9,C1011,United Kingdom
INV977465,S00075,Product 075,7,01-03-2024,33.98,C1041,France
INV298106,S00051,Product 051,5,09-09-2024,6.78,C1100,Germany
INV329515,S00099,Product 099,7,05-05-2024,90.34,C1053,Germany
INV527509,S00080,Product 080,4,04-03-2024,103.97,C1059,India
INV752261,S00011,Product 011,1,14-09-2024,98.72,C1017,Germany
INV963081,S00100,Product 100,8,13-11-2024,86.15,C1013,Germany
INV816214,S00060,Product 060,8,17-04-2024,144.98,C1117,France
INV814616,S00068,Product 068,6,17-02-2024,71.97,C1114,United Kingdom
INV497093,S00115,Product 115,4,22-03-2024,129.3,C1011,India
INV680845,S00077,Product 077,1,31-01-2025,97.61,C1065,India
INV290074,S00003,Product 003,7,07-06-2025,14.46,C1081,Spain
INV516834,S00022,Product 022,6,19-04-2024,121.89,C1105,United Kingdom
INV270064,S00051,Product 051,7,13-07-2024,88.49,C1067,India
INV124410,S00005,Product 005,2,28-07-2024,98.72,C1104,France
INV870845,S00020,Product 020,7,07-08-2024,28.67,C1014,Germany
INV824255,S00095,Product 095,7,28-05-2024,66.75,C1001,USA
INV559680,S00017,Product 017,8,03-02-2024,132.33,C1055,USA
INV113045,S00020,Product 020,6,15-11-2024,33.88,C1031,France
INV181123,S00061,Product 061,7,05-08-2024,2.02,C1090,France
INV200592,S00011,Product 011,4,27-07-2024,40.11,C1040,USA
INV745316,S00031,Product 031,7,10-06-2024,74.16,C1048,Germany
INV283142,S00112,Product 112,7,19-07-2025,123.55,C1064,France
INV325153,S00076,Product 076,8,06-01-2025,97.21,C1115,Spain
INV874987,S00115,Product 115,8,11-09-2024,138.02,C1008,France
INV888754,S00043,Product 043,1,04-05-2024,69.42,C1066,Germany
INV786747,S00074,Product 074,8,02-05-2025,59.84,C1046,United Kingdom
INV378614,S00029,Product 029,8,24-06-2025,36.25,C1004,Germany
INV621943,S00046,Product 046,5,20-01-2024,34.27,C1097,France
INV280243,S00021,Product 021,5,19-07-2025,110.94,C1109,USA
INV872113,S00100,Product 100,7,01-03-2025,13.89,C1020,France
INV176372,S00022,Product 022,5,01-03-2024,37.92,C1091,United Kingdom
INV769962,S00025,Product 025,4,02-04-2025,133.11,C1084,USA
INV560377,S00056,Product 056,8,06-03-2024,87.38,C1084,France
INV781724,S00052,Product 052,8,31-01-2024,8.89,C1055,USA
INV505663,S00038,Product 038,2,11-03-2024,106.23,C1038,United Kingdom
INV242309,S00043,Product 043,8,06-10-2024,76.99,C1008,United Kingdom
INV776180,S00036,Product 036,-3,11-01-2025,128.47,C1004,USA
INV667971,S00109,Product 109,2,04-09-2024,103,C1021,United Kingdom
INV518141,S00070,Product 070,8,15-03-2024,2.66,C1063,United Kingdom
INV435453,S00110,Product 110,3,01-05-2024,32.45,C1016,Spain
INV409434,S00118,Product 118,2,02-06-2025,40.18,C1082,Germany
INV533020,S00078,Product 078,3,08-08-2025,105.93,C1074,France
INV335489,S00099,Product 099,5,03-04-2025,77.38,C1041,France
INV354125,S00014,Product 014,2,03-03-2024,112.62,C1010,Germany
INV350331,S00113,Product 113,2,13-05-2025,77.9,C1062,France
INV111411,S00058,Product 058,4,24-02-2025,50.45,C1098,Germany
INV935062,S00085,Product 085,2,15-11-2024,17.34,C1047,Germany
INV312896,S00030,Product 030,2,28-03-2024,31.99,C1096,Germany
INV248570,S00012,Product 012,9,28-08-2025,61.32,C1034,United Kingdom
INV236054,S00106,Product 106,6,26-09-2024,83.62,C1009,Spain
INV989357,S00054,Product 054,1,27-01-2024,140.92,C1077,Spain
INV529068,S00017,Product 017,1,07-05-2024,37.48,C1106,United Kingdom
INV394227,S00079,Product 079,8,31-08-2024,100.58,C1106,France
INV463503,S00007,Product 007,3,07-02-2024,24.58,C1115,India
INV179551,S00054,Product 054,2,15-07-2024,107.64,C1012,United Kingdom
INV382299,S00084,Product 084,6,11-10-2024,3.68,C1005,Germany
INV323821,S00086,Product 086,8,30-07-2025,99.08,C1068,USA
INV822895,S00054,Product 054,4,22-02-2024,26.16,C1114,France
INV152572,S00045,Product 045,7,16-12-2024,28.69,C1119,United Kingdom
INV482902,S00100,Product 100,4,10-07-2025,84.72,C1033,Spain
INV811026,S00022,Product 022,1,05-05-2025,57.56,C1045,France
INV850236,S00009,Product 009,8,16-07-2025,71.75,C1079,Germany
INV561297,S00019,Product 019,9,13-04-2024,47.72,C1109,United Kingdom
INV300274,S00096,Product 096,9,02-05-2025,143.11,C1020,USA
INV403287,S00056,Product 056,1,18-08-2025,45.02,C1117,India
INV300061,S00005,Product 005,6,17-07-2024,82.22,C1098,India
INV695843,S00021,Product 021,6,30-10-2024,128.44,C1008,United Kingdom
INV363376,S00004,Product 004,1,18-11-2024,100.3,C1101,USA
INV667581,S00097,Product 097,9,27-10-2024,49.77,C1076,France
INV690124,S00055,Product 055,1,25-06-2024,83.76,C1117,France
INV945883,S00009,Product 009,3,13-08-2025,14.28,C1025,USA
INV433315,S00027,Product 027,-9,04-08-2025,82.76,C1119,France
INV965133,S00074,Product 074,6,19-08-2024,65.85,C1005,Germany
INV460644,S00071,Product 071,7,04-05-2025,114.17,C1009,Germany
INV712614,S00098,Product 098,5,29-08-2024,127.49,C1053,USA
INV695457,S00004,Product 004,7,28-04-2025,31.54,C1078,Spain
INV836033,S00009,Product 009,1,21-12-2024,14.07,C1020,Spain
INV522199,S00005,Product 005,7,12-10-2024,59.8,C1032,Spain
INV813181,S00047,Product 047,1,18-03-2024,81.05,C1046,Germany
INV419802,S00087,Product 087,2,01-02-2025,57.77,C1015,France
INV542172,S00079,Product 079,5,14-07-2024,95.03,C1021,USA
INV549706,S00026,Product 026,5,11-05-2024,76.84,C1017,United Kingdom
INV734011,S00079,Product 079,2,27-04-2024,140.62,C1114,USA
INV656511,S00079,Product 079,8,19-08-2025,62.59,C1112,Germany
INV170433,S00023,Product 023,3,03-03-2024,14.21,C1075,Germany
INV828157,S00090,Product 090,8,30-04-2025,46.69,C1082,United Kingdom
INV782218,S00051,Product 051,1,10-06-2025,91.67,C1016,Spain
INV194096,S00008,Product 008,3,19-01-2024,39.89,C1006,Germany
INV965648,S00047,Product 047,3,24-12-2024,41.81,C1045,France
INV694647,S00092,Product 092,6,17-12-2024,52.26,C1118,Spain
INV176477,S00083,Product 083,4,06-08-2024,112.43,C1057,Spain
INV542255,S00032,Product 032,2,09-02-2025,141.14,C1096,USA
INV852503,S00091,Product 091,6,05-09-2024,53.86,C1044,Spain
INV351845,S00047,Product 047,9,24-09-2024,30.93,C1037,Germany
INV939681,S00055,Product 055,2,19-09-2024,64.25,C1097,India
INV476563,S00011,Product 011,3,01-05-2025,54.07,C1056,United Kingdom
INV303569,S00119,Product 119,5,19-01-2025,148.52,C1087,USA
INV420805,S00100,Product 100,7,18-08-2024,70.65,C1087,Germany
INV572329,S00024,Product 024,2,17-07-2025,102.53,C1087,India
INV719316,S00067,Product 067,3,02-05-2025,137.24,C1081,United Kingdom
INV935071,S00093,Product 093,3,21-07-2025,95.1,C1097,France
INV275405,S00061,Product 061,6,20-03-2025,38.91,C1055,India
INV964202,S00026,Product 026,1,26-08-2024,91.9,C1036,Spain
INV574930,S00116,Product 116,6,14-04-2025,61.48,C1061,United Kingdom
INV215094,S00032,Product 032,4,19-07-2024,64.51,C1038,United Kingdom
INV933820,S00040,Product 040,3,13-06-2024,146.94,C1005,USA
INV414103,S00045,Product 045,8,01-10-2024,43.23,C1043,Spain
INV658525,S00107,Product 107,-8,12-08-2025,71.4,C1060,USA
INV728329,S00060,Product 060,8,11-12-2024,25.66,C1062,United Kingdom
INV112066,S00086,Product 086,8,21-08-2024,28.42,C1040,France
INV299402,S00108,Product 108,3,07-10-2024,91.32,C1087,Spain
INV717810,S00111,Product 111,8,26-06-2024,113.15,C1034,USA
INV392293,S00102,Product 102,2,04-02-2025,96.2,C1077,India
INV108398,S00109,Product 109,3,01-08-2024,50.73,C1032,Spain
INV120961,S00113,Product 113,5,03-12-2024,10.82,C1118,Germany
INV843800,S00118,Product 118,7,12-08-2024,71.6,C1077,USA
INV238169,S00077,Product 077,6,13-07-2024,76.63,C1066,Germany
INV190381,S00016,Product 016,6,12-08-2025,116.06,C1051,Germany
INV606095,S00014,Product 014,4,29-07-2024,96.76,C1090,India
INV207042,S00095,Product 095,6,12-02-2024,130.95,C1051,USA
INV687780,S00038,Product 038,5,18-08-2024,117.88,C1096,USA
INV589685,S00096,Product 096,5,19-11-2024,56.15,C1019,Germany
INV684019,S00112,Product 112,6,27-02-2024,95.57,C1098,India
INV542443,S00077,Product 077,6,04-07-2024,112.6,C1115,France
INV800523,S00091,Product 091,3,10-04-2024,143.62,C1029,Germany
INV680278,S00034,Product 034,2,31-10-2024,64.51,C1026,USA
INV473752,S00052,Product 052,3,15-03-2025,97.95,C1114,USA
INV113841,S00115,Product 115,4,11-08-2025,60.11,C1048,France
INV346141,S00098,Product 098,2,24-08-2024,111.2,C1083,United Kingdom
INV218287,S00025,Product 025,2,08-06-2025,136.97,C1022,Germany
INV114022,S00112,Product 112,9,10-05-2024,138.05,C1051,Spain
INV345853,S00060,Product 060,3,19-04-2025,25.25,C1084,United Kingdom
INV285966,S00101,Product 101,7,08-12-2024,32.21,C1107,Germany
INV169066,S00063,Product 063,2,05-04-2025,113.73,C1052,United Kingdom
INV381148,S00072,Product 072,9,04-04-2025,95.39,C1009,USA
INV555908,S00020,Product 020,2,19-11-2024,135.96,C1049,France
INV260385,S00041,Product 041,4,05-06-2024,48.44,C1077,France
INV345799,S00086,Product 086,8,15-11-2024,127.51,C1105,France
INV118130,S00101,Product 101,2,17-05-2025,103.2,C1100,United Kingdom
INV145363,S00011,Product 011,5,13-08-2025,30.93,C1091,Spain
INV241702,S00010,Product 010,8,17-07-2025,20.72,C1019,USA
INV507630,S00083,Product 083,1,20-04-2024,106,C1062,India
INV699488,S00054,Product 054,1,29-12-2024,25.45,C1069,Germany
INV809504,S00101,Product 101,8,04-03-2024,119.56,C1056,United Kingdom
INV666626,S00009,Product 009,3,10-02-2025,84.45,C1110,India
INV655164,S00042,Product 042,9,26-08-2025,72.58,C1115,USA
INV942114,S00005,Product 005,9,01-02-2024,42.78,C1025,USA
INV330077,S00085,Product 085,8,03-02-2025,147.61,C1114,Spain
INV818350,S00103,Product 103,9,28-07-2025,108.88,C1101,France
INV943183,S00019,Product 019,8,30-05-2025,117.15,C1084,India
INV610979,S00039,Product 039,4,26-08-2024,115.77,C1045,India
INV856498,S00101,Product 101,9,04-03-2024,88.43,C1091,India
INV223800,S00005,Product 005,4,15-07-2025,141.08,C1070,Germany
INV890903,S00114,Product 114,6,14-07-2025,88.41,C1107,USA
INV607664,S00106,Product 106,1,18-12-2024,78.97,C1085,United Kingdom
INV299380,S00019,Product 019,9,18-08-2025,42.51,C1115,United Kingdom
INV155435,S00017,Product 017,6,03-01-2024,43.7,C1050,Spain
INV747934,S00083,Product 083,9,09-01-2025,111.06,C1009,Spain
INV487795,S00002,Product 002,4,24-01-2024,51.55,C1059,Spain
INV379002,S00061,Product 061,3,22-07-2025,109.85,C1119,USA
INV451232,S00008,Product 008,5,17-02-2025,143,C1078,USA
INV991910,S00064,Product 064,8,09-07-2025,67.02,C1084,India
INV485032,S00042,Product 042,5,08-12-2024,16.4,C1075,United Kingdom
INV170898,S00085,Product 085,8,20-02-2024,100.65,C1071,United Kingdom
INV351843,S00105,Product 105,2,17-01-2024,3.41,C1007,United Kingdom
INV230827,S00059,Product 059,7,23-07-2024,118.48,C1049,Spain
INV717246,S00077,Product 077,7,28-03-2025,79.8,C1010,India
INV820358,S00072,Product 072,9,01-04-2024,74.48,C1040,India
INV856849,S00118,Product 118,1,02-06-2025,86.28,C1086,United Kingdom
INV669593,S00028,Product 028,4,25-05-2024,78.43,C1096,Germany
INV791664,S00029,Product 029,1,28-10-2024,49.92,C1026,France
INV475560,S00046,Product 046,4,03-05-2024,43.66,C1078,Spain
